qz,qy,qx,qw
0.356654674,0.453922242,0.522479951,0.627508342
0.356691748,0.453920573,0.522469938,0.627496839
0.356707633,0.453916281,0.522473633,0.627487838
0.356766582,0.453913689,0.52245754,0.627469599
0.356834859,0.453898549,0.522465944,0.627434731
0.356889427,0.453891098,0.522462308,0.627412081
0.356927037,0.453892082,0.522446156,0.627403438
0.35693267,0.453904808,0.522415638,0.627416432
0.356954813,0.45391494,0.522384822,0.627422154
0.357015163,0.453919679,0.522351861,0.627411902
0.357049674,0.453921795,0.522334278,0.627405345
0.357063174,0.453921854,0.522329092,0.627401888
0.357023984,0.453933448,0.522317827,0.627425194
0.35697484,0.453944504,0.522311449,0.627450466
0.356926292,0.453951269,0.52231437,0.627470732
0.35689038,0.453948885,0.522333026,0.627477348
0.356876463,0.453948349,0.522339463,0.627480388
0.35686174,0.453950375,0.522340357,0.627486527
0.356812388,0.453953207,0.522352338,0.627502501
0.356757969,0.453954905,0.522368789,0.627518594
0.35672307,0.453939706,0.522415578,0.627510428
0.356736511,0.453924507,0.522444546,0.627489686
0.356770813,0.453909963,0.522464275,0.627464294
0.35675326,0.453895032,0.522504091,0.627451897
0.356749952,0.453887999,0.522521019,0.627444804
0.356751859,0.453881621,0.522534549,0.627437055
0.356743544,0.453874409,0.522553742,0.627431035
0.356736392,0.453862548,0.522582829,0.627419412
0.356707126,0.453858405,0.522602916,0.627422333
0.356695056,0.453851849,0.522622049,0.627417982
0.3566643,0.453859866,0.522615552,0.627435088
0.356685013,0.453864992,0.522596478,0.627435505
0.356708735,0.45387423,0.522567034,0.627439857
0.356709242,0.453877479,0.522559643,0.627443373
0.356719196,0.453887492,0.522533536,0.627452195
0.356729448,0.453904748,0.522491217,0.627469122
0.356715918,0.453910619,0.52248323,0.627479255
0.356763899,0.453910321,0.522466063,0.62746644
0.35681954,0.453915,0.52243495,0.627457321
0.356830478,0.453919381,0.522421122,0.627459466
0.356866986,0.453924149,0.522396922,0.627455413
0.35687387,0.453923792,0.522395134,0.627453208
0.356903821,0.45392102,0.522390187,0.6274423
0.356950969,0.453917503,0.522380531,0.627426088
0.356994927,0.453915805,0.522368014,0.627412736
0.357008576,0.45391199,0.522371411,0.627404869
0.357003987,0.453912139,0.522372782,0.62740624
0.356990635,0.453904808,0.522394121,0.627401412
0.356972069,0.453899056,0.52241385,0.627399683
0.356944293,0.453896463,0.522429943,0.627403975
0.356888294,0.453900695,0.522441328,0.627423286
0.356807381,0.453897834,0.522477806,0.627441049
0.356743157,0.453895271,0.52250731,0.627454817
0.356710285,0.453900516,0.522507787,0.627469242
0.356683016,0.453901976,0.522514641,0.627478004
0.356633961,0.453899592,0.522538185,0.627488017
0.356578082,0.453900635,0.522556603,0.627503693
0.356571764,0.453903466,0.522552609,0.627508581
0.356559336,0.453903735,0.522556603,0.627512097
0.356613994,0.453907251,0.52252847,0.627501905
0.356647015,0.453900456,0.52253145,0.627485573
0.356673241,0.453892946,0.522538424,0.627470315
0.356722414,0.453894377,0.522517025,0.627459168
0.35679242,0.453903168,0.522471368,0.627450943
0.356833249,0.45390287,0.522456944,0.627440035
0.356887847,0.453901172,0.522440434,0.627423942
0.356951505,0.453896224,0.522427797,0.627401829
0.356978744,0.453897476,0.522414923,0.627396166
0.356998503,0.45390442,0.522392035,0.627398908
0.357016236,0.453911662,0.522369266,0.627402544
0.356990129,0.453912139,0.522377968,0.627409816
0.356981397,0.453919679,0.522364378,0.627420664
0.357002258,0.45392707,0.522340178,0.627423584
0.356996924,0.453930616,0.522334218,0.627429008
0.356969625,0.453937918,0.522328079,0.627444386
0.356942207,0.453936994,0.522340298,0.627450466
0.356891692,0.453931034,0.522372365,0.627456784
0.35683468,0.453928858,0.522398412,0.627469122
0.3567895,0.453934073,0.522403538,0.627486765
0.356753737,0.45393312,0.522418976,0.627494991
0.35673818,0.453920066,0.522453845,0.627484202
0.356748551,0.453912348,0.522467256,0.627472758
0.356776625,0.453910083,0.522461891,0.627462864
0.356777638,0.45390147,0.522480667,0.62745285
0.356770664,0.453897655,0.522491813,0.627450347
0.356772929,0.453886896,0.522514939,0.627437532
0.35675478,0.453888148,0.522518933,0.627443671
0.356759757,0.453893334,0.522505462,0.627448261
0.356757641,0.453901768,0.522487462,0.627458394
0.35674274,0.453891605,0.522515655,0.627450764
0.356734663,0.45389244,0.522516847,0.627453744
0.35674274,0.453905076,0.522485614,0.627466023
0.356738657,0.453908056,0.522480428,0.627470434
0.356751859,0.453915447,0.52245909,0.627475381
0.356754333,0.45391646,0.522455871,0.627475917
0.356739998,0.4539074,0.522481441,0.627469361
0.356739461,0.453907311,0.522481859,0.627469361
0.356791914,0.453906953,0.522463202,0.627455354
0.356824785,0.453903973,0.522457659,0.627443433
0.356806636,0.453897357,0.522479057,0.627440691
0.356803209,0.453895479,0.522484601,0.627439439
0.356835008,0.453891397,0.522481859,0.627426565
0.356880009,0.45388332,0.52248317,0.627405703
0.356890202,0.453876674,0.522494197,0.62739557
0.356874466,0.453867823,0.522519767,0.62738961
0.356877536,0.453863442,0.52252847,0.627383828
0.356897593,0.453870118,0.522506058,0.627386153
0.356914163,0.453870267,0.522499621,0.62738204
0.356889784,0.453865588,0.522519112,0.627383053
0.356838256,0.453865707,0.522537947,0.627396584
0.356812865,0.453867853,0.522542596,0.627405584
0.35680905,0.453872085,0.522534549,0.627411366
0.356785238,0.453887582,0.52250886,0.627435148
0.35677126,0.453895122,0.522497237,0.627447307
0.35687539,0.453948647,0.522339165,0.627480984
0.357003897,0.453994066,0.522190094,0.627499104
0.356920391,0.453953683,0.522311211,0.627475023
0.357019871,0.453947425,0.522288144,0.627442122
0.357276827,0.453974307,0.522132576,0.627405941
0.357518107,0.454015404,0.52195096,0.627389848
0.357751012,0.454049528,0.521787822,0.627368033
0.357609719,0.453782171,0.521959126,0.62749958
0.357132405,0.453186721,0.522431612,0.627808452
0.357173443,0.453034878,0.522536576,0.627807319
0.357063234,0.452894568,0.522663951,0.627865255
0.356796205,0.452747494,0.522841513,0.627975225
0.355225891,0.451638252,0.523898005,0.628783226
0.354132771,0.451000661,0.524542511,0.629319906
0.354120195,0.45132947,0.52437669,0.629229486
0.354207814,0.451794952,0.524151385,0.629033744
0.35376808,0.451868683,0.524309635,0.629096389
0.3536219,0.452181309,0.524256945,0.628997803
0.353580683,0.452520221,0.524169385,0.628850222
0.353685856,0.452899098,0.524044633,0.628622234
0.353758454,0.453149319,0.523952603,0.628477752
0.35390687,0.453351289,0.523842692,0.628340125
0.354126453,0.453506291,0.523805618,0.628135502
0.354084462,0.45334205,0.524070323,0.628056943
0.354300261,0.453244984,0.524198949,0.627897918
0.354572028,0.453167677,0.524299145,0.627716601
0.354679048,0.452940524,0.524525642,0.627630889
0.354876757,0.452809125,0.524594128,0.627556682
0.355264485,0.452834517,0.524478793,0.627415419
0.356572479,0.45367524,0.523689628,0.626724839
0.356322467,0.453258455,0.524014235,0.626897275
0.356174886,0.453009576,0.524190605,0.627013564
0.356166393,0.452996939,0.524222553,0.627000809
0.355870217,0.452902347,0.524460077,0.627038658
0.355436653,0.45280996,0.524696589,0.627153397
0.355208278,0.453009725,0.524673462,0.627157867
0.354850948,0.453194767,0.524734616,0.627175331
0.354476631,0.453407168,0.524754047,0.627217233
0.353914648,0.45338127,0.524822593,0.627495885
0.353427738,0.453303576,0.524836361,0.627814889
0.353159666,0.453303307,0.524854898,0.62795043
0.352741957,0.453132898,0.52500689,0.6281811
0.35262984,0.453115016,0.524946749,0.628307164
0.352660328,0.453142554,0.524847567,0.628353059
0.352886617,0.453250408,0.524689376,0.628280342
0.352758616,0.453007847,0.524820685,0.628417492
0.352877498,0.452952832,0.52482599,0.628385901
0.352004617,0.452059567,0.525578558,0.628889561
0.352512479,0.45233047,0.525376141,0.628579319
0.352646351,0.452289134,0.525533438,0.628402472
0.352944642,0.452416509,0.525684536,0.628016829
0.3531214,0.452385068,0.525996923,0.627678454
0.353438973,0.452501863,0.526154041,0.627283752
0.353594691,0.452595681,0.52627182,0.627029479
0.353596628,0.452678412,0.526283801,0.626958549
0.35355708,0.45280847,0.526455581,0.626742721
0.353378743,0.452901542,0.526762009,0.626518488
0.353024542,0.452940047,0.527118385,0.626390636
0.352764904,0.453100324,0.527405262,0.626179457
0.352050334,0.45299679,0.528160512,0.626019955
0.351303011,0.453237683,0.528765023,0.625755012
0.350615233,0.453780949,0.528824091,0.625697136
0.349725962,0.454223692,0.529027581,0.625701547
0.349078178,0.454583645,0.529152811,0.625695944
0.3489694,0.455093145,0.528784811,0.625697374
0.348885089,0.455544204,0.528566003,0.625600994
0.348793834,0.455835372,0.528625488,0.625389516
0.34870249,0.455962539,0.528860211,0.62514925
0.348691314,0.45601368,0.529073298,0.624937892
0.348560989,0.455954194,0.52949065,0.624700487
0.348535359,0.455964327,0.530005276,0.624270797
0.348332196,0.455847025,0.53057605,0.623984993
0.348200709,0.455807507,0.531037092,0.623694956
0.348214418,0.455762446,0.531404018,0.623407602
0.348399341,0.455731034,0.531690538,0.623082936
0.348431647,0.45555371,0.532161713,0.622792184
0.34855625,0.455510139,0.532525539,0.622443259
0.348911703,0.455700129,0.532549918,0.622084081
0.34920013,0.455877423,0.532492995,0.621841013
0.349669576,0.456251025,0.532260716,0.621501982
0.349942744,0.456523061,0.532135725,0.621255457
0.350021064,0.456743717,0.532130778,0.621053398
0.350064129,0.457033545,0.532114446,0.620829821
0.349917799,0.457198024,0.532205045,0.620713532
0.349656075,0.457391649,0.532349229,0.62059474
0.349366009,0.457683951,0.532501817,0.620411634
0.348963648,0.457995206,0.532674909,0.620259762
0.348845214,0.458548635,0.532593429,0.619987428
0.348617375,0.458939284,0.532531559,0.619879663
0.348409802,0.459256828,0.532474458,0.619810224
0.348223448,0.459512323,0.532522321,0.619684458
0.348089278,0.459787548,0.532579422,0.619506598
0.348155826,0.460232854,0.532493234,0.619212568
0.347963005,0.460523367,0.532572627,0.619036674
0.34811607,0.461017132,0.532361329,0.618764758
0.348196626,0.461363196,0.532223582,0.618579924
0.348341256,0.461658567,0.532195151,0.618302584
0.348860949,0.4620893,0.53195715,0.617892504
0.349418819,0.462440491,0.531631708,0.61759454
0.350021988,0.462747782,0.531353951,0.617261767
0.35061276,0.463003218,0.531164169,0.616898119
0.351326138,0.46332559,0.530937731,0.616445005
0.351963252,0.463585079,0.530787826,0.616015434
0.352645487,0.463893145,0.530630112,0.61552906
0.353542954,0.464425385,0.530250549,0.61493963
0.354100764,0.464745998,0.530041695,0.614556432
0.354699165,0.465112895,0.529809892,0.614133537
0.355359763,0.465562016,0.529459357,0.613713503
0.355871499,0.465891987,0.529307604,0.613297284
0.3567352,0.46630159,0.528905571,0.612830877
0.357329935,0.466574043,0.528562009,0.612573385
0.357430607,0.466644406,0.528758585,0.612291396
0.35756579,0.466803908,0.528866231,0.611997843
0.357912511,0.467164814,0.528638184,0.611716747
0.358101964,0.467487276,0.528469801,0.611504912
0.358377695,0.468020946,0.528140724,0.611219406
0.35869199,0.468589514,0.527732015,0.610952437
0.358891189,0.468994856,0.527482569,0.610739827
0.359124005,0.469446927,0.527247906,0.610458136
0.359089792,0.469714493,0.527211308,0.610304058
0.358904153,0.46992889,0.52733469,0.610141575
0.358854413,0.470354974,0.527314901,0.609859586
0.358500004,0.470554769,0.527444124,0.609802127
0.358068585,0.470659435,0.52760911,0.609832108
0.357878238,0.470931947,0.527619779,0.609724224
0.357678056,0.471160859,0.527634561,0.609652042
0.357435673,0.47132358,0.527667463,0.609639943
0.357161492,0.471444756,0.527765095,0.609622419
0.357107371,0.471641481,0.527711332,0.609548569
0.357173383,0.471794903,0.527619183,0.609470904
0.357067227,0.471755862,0.527751565,0.609448671
0.357067376,0.471783072,0.527859807,0.609333813
0.356586367,0.47136572,0.528339863,0.609522343
0.357296288,0.471911937,0.527903676,0.609061718
0.358179212,0.472585589,0.527357101,0.608494043
0.358563274,0.472800881,0.527156353,0.608274519
0.35861519,0.472732544,0.527163029,0.608291209
0.358955383,0.472910941,0.526906967,0.608173788
0.359245449,0.473065197,0.526663005,0.608093798
0.359507382,0.473150015,0.526464045,0.60804534
0.360043705,0.473452002,0.526076674,0.6078282
0.360434413,0.473665178,0.52579999,0.60766995
0.360373259,0.473514885,0.52582711,0.607799828
0.360547334,0.473616272,0.525634706,0.607784033
0.360809743,0.473813236,0.525363088,0.607709646
0.361104131,0.474046916,0.525029004,0.60764122
0.361110568,0.473971874,0.524966896,0.607749641
0.361554891,0.47421667,0.524631381,0.607584178
0.361838639,0.474249542,0.524428248,0.607564986
0.362096339,0.474207014,0.524267554,0.607583344
0.362324357,0.474132031,0.524161816,0.607597113
0.362679392,0.474127948,0.523958385,0.607563913
0.362738341,0.473811954,0.523974955,0.607760906
0.362746894,0.473403335,0.524038374,0.60801959
0.362877637,0.473091006,0.524016321,0.60820359
0.363184392,0.472902954,0.523848057,0.608311653
0.363245904,0.472466975,0.523866951,0.608597398
0.363298237,0.472035885,0.523841619,0.608922422
0.363361061,0.471657515,0.523751736,0.609255314
0.363442451,0.471356183,0.523580968,0.609586716
0.363384873,0.470960945,0.523479342,0.610013604
0.363401026,0.470614374,0.523317993,0.610409796
0.363588363,0.470388472,0.52301991,0.610727727
0.363656729,0.470074445,0.522814453,0.611104608
0.363678187,0.469745666,0.52268666,0.611453831
0.363537878,0.469287843,0.522704601,0.611873388
0.363435179,0.468819469,0.522690833,0.612305045
0.363164008,0.468177348,0.522819698,0.612846971
0.363077939,0.467686713,0.522827804,0.613265514
0.36331749,0.467436641,0.522554934,0.613546848
0.363364995,0.466959536,0.522418201,0.613998294
0.363411576,0.466445267,0.522390425,0.614385128
0.363172084,0.465649635,0.522628963,0.614927173
0.363097697,0.464965194,0.522708893,0.615420878
0.363205492,0.464452773,0.522665858,0.615780652
0.363182604,0.46387738,0.522688091,0.616208851
0.362976551,0.463236302,0.5227651,0.616746962
0.36281386,0.462673724,0.522779763,0.61725235
0.362345606,0.461856812,0.523137212,0.617836058
0.362118036,0.461293638,0.523348689,0.618211031
0.361815065,0.460712641,0.523587942,0.618618965
0.361434668,0.460204631,0.52382803,0.619016051
0.360870957,0.459711373,0.524122834,0.619461775
0.36044994,0.459407091,0.524264395,0.619812727
0.359848559,0.458993495,0.524471641,0.620293081
0.359237194,0.458639771,0.524660885,0.620748878
0.358587325,0.458293229,0.524887621,0.62118876
0.358203143,0.458231151,0.524891913,0.62145251
0.357645094,0.458069682,0.525023043,0.621782064
0.356979072,0.457854569,0.525291324,0.622096539
0.35618785,0.457591593,0.52557838,0.622501016
0.35574317,0.457542896,0.525660336,0.622721851
0.355201364,0.457374603,0.525903404,0.622949481
0.354732245,0.457195103,0.525983334,0.623281002
0.354264677,0.457013845,0.526210845,0.623487771
0.353593647,0.456617802,0.52675873,0.623696208
0.353226691,0.45628494,0.526969731,0.623969436
0.353070259,0.456216663,0.527098656,0.623999
0.352274209,0.455718905,0.527791023,0.624227345
0.351777196,0.455359519,0.528146029,0.624469578
0.35123226,0.454930574,0.528567731,0.624732077
0.350616187,0.454360336,0.529117823,0.625027418
0.350202978,0.453836411,0.529486835,0.62532717
0.349927038,0.453482658,0.529622972,0.625622928
0.34957239,0.452934295,0.529842079,0.62603277
0.349209398,0.452359289,0.530155718,0.62638551
0.348729342,0.451710701,0.530495048,0.626833558
0.348501623,0.451222181,0.530544877,0.627269745
0.34824568,0.450860769,0.53049314,0.627715349
0.348100215,0.450578004,0.53068012,0.627840936
0.347932339,0.45018214,0.530635357,0.628255725
0.347475439,0.449644685,0.530755043,0.628792167
0.34725669,0.44923535,0.531022727,0.628979564
0.34709996,0.449062705,0.531029046,0.629183948
0.346264899,0.448702991,0.531333089,0.629643857
0.345651686,0.448591918,0.531421304,0.629985392
0.344918519,0.448239893,0.531689465,0.630411386
0.344236493,0.447998822,0.532033563,0.630665183
0.343360364,0.44784081,0.532483935,0.630874932
0.342353344,0.447548658,0.532929301,0.631253302
0.341706187,0.447385758,0.533241212,0.631455958
0.340958714,0.446996391,0.533756495,0.631700397
0.340286881,0.44667244,0.534374297,0.631769478
0.339306176,0.446183443,0.535220265,0.631926358
0.338346034,0.44592464,0.535856307,0.632084787
0.337263763,0.445598811,0.536564946,0.632291794
0.336616576,0.445594728,0.537049949,0.632227778
0.335651547,0.445420802,0.537781239,0.632241786
0.33471328,0.445302457,0.538412929,0.632284939
0.333922118,0.445191294,0.538929403,0.632341564
0.333335012,0.445202798,0.53933239,0.632299662
0.332409203,0.445087612,0.53993547,0.632353425
0.331605107,0.44518134,0.54041338,0.632301331
0.330905735,0.445205897,0.540863872,0.63226527
0.330486357,0.445387423,0.541215479,0.632055879
0.330117136,0.445631564,0.541478276,0.631851614
0.329712033,0.446053863,0.541703045,0.631572425
0.329272717,0.446551949,0.541842878,0.631329656
0.328902841,0.446961284,0.541999698,0.631098151
0.328700244,0.447352767,0.542196929,0.630756795
0.328752756,0.447794676,0.542209685,0.63040483
0.32853201,0.447816759,0.542366862,0.630369008
0.32871291,0.447925448,0.542361438,0.630202115
0.328666389,0.447713524,0.542822182,0.629980206
0.32874912,0.447493941,0.543353081,0.629635334
0.3292422,0.44743368,0.543469548,0.629319906
0.329714924,0.447323114,0.543403745,0.62920785
0.330051899,0.447179615,0.543458283,0.629086018
0.330165714,0.446753442,0.543917298,0.628932416
0.330682665,0.446608871,0.543844223,0.628826678
0.331342191,0.446570456,0.543432832,0.628862381
0.331638724,0.446510673,0.543442428,0.628740251
0.331646532,0.446472138,0.543470562,0.628739178
0.332039475,0.446805149,0.542831123,0.628847599
0.332532585,0.447271347,0.5421772,0.628819764
0.332337379,0.447217494,0.542136908,0.628995955
0.33235392,0.447459668,0.541801393,0.629104078
0.332263619,0.447704792,0.541442573,0.629286289
0.331917107,0.447819173,0.541190684,0.629604399
0.331339806,0.44768104,0.541148424,0.630042851
0.331234992,0.447799236,0.540959656,0.630176067
0.331321448,0.448001355,0.540685594,0.630222142
0.331477582,0.448237747,0.540410638,0.630207837
0.331333637,0.448180079,0.540449142,0.630291462
0.331186861,0.448020965,0.540658891,0.630301893
0.33148697,0.448135346,0.540637314,0.630081236
0.331825972,0.448208123,0.540648699,0.629841268
0.332234979,0.448339939,0.54061538,0.629560351
0.332665503,0.448541999,0.540500045,0.629288077
0.333034456,0.448715955,0.540402472,0.629052639
0.33345601,0.448935211,0.540290415,0.62876904
0.334588945,0.449791074,0.539730191,0.628036261
0.336865813,0.451677084,0.538268626,0.626718521
0.337656766,0.452432215,0.537808836,0.626142621
0.338606894,0.45341298,0.537199736,0.625442624
0.339828312,0.454768807,0.53624022,0.624618649
0.341777593,0.456745774,0.534653425,0.623471797
0.342149228,0.457291514,0.534152031,0.623297691
0.342361808,0.457710207,0.533783376,0.623189449
0.342646003,0.45822227,0.5333606,0.62301892
0.342893779,0.458601564,0.532971084,0.622936845
0.343125194,0.458898753,0.532669961,0.622848094
0.343454629,0.459208369,0.532427669,0.622645497
0.343923151,0.459621102,0.532084346,0.622375727
0.34414795,0.45976606,0.531888664,0.622311652
0.345850468,0.461127073,0.530650258,0.621417403
0.346576095,0.461574733,0.530169189,0.621091306
0.347174793,0.461804509,0.529825628,0.620879292
0.347604185,0.461877048,0.529602349,0.62077558
0.348152846,0.462056726,0.52929616,0.620595515
0.348571241,0.46210885,0.529129744,0.620463729
0.34907493,0.462258995,0.528884172,0.620278001
0.349743217,0.462593496,0.528492153,0.619986236
0.349754751,0.462408721,0.528618217,0.620010138
0.349299043,0.461929113,0.529010475,0.620289922
0.351529062,0.463835329,0.527340293,0.619028509
0.35280627,0.464968026,0.526338816,0.618304074
0.354517817,0.466493338,0.52495116,0.617355108
0.354800045,0.466824263,0.524631619,0.617214501
0.356186122,0.468123257,0.523481011,0.616408706
0.357031405,0.468993425,0.522701442,0.61591959
0.357381493,0.469453007,0.522291124,0.61571449
0.357670724,0.469875932,0.521939039,0.615522444
0.358472615,0.470728815,0.521227479,0.615007043
0.357174754,0.469800413,0.52213788,0.61569947
0.357308596,0.470044345,0.522019029,0.615536332
0.357655466,0.470517278,0.521759152,0.615193844
0.357929975,0.470912039,0.521579385,0.614884496
0.358032495,0.471117198,0.52156496,0.614679813
