qz,qy,qx,qw
0.34942171,0.446122468,0.529856086,0.630976796
0.350150377,0.446521878,0.529234469,0.630812049
0.350551605,0.446663231,0.5288378,0.630821764
0.351115435,0.44694218,0.528282881,0.630775571
0.351671427,0.447161257,0.527720809,0.630781114
0.352275938,0.447406858,0.527158678,0.630739629
0.352815121,0.447586089,0.526687801,0.630704522
0.353255153,0.447656333,0.526315808,0.630718827
0.353627145,0.447686732,0.526030242,0.630727053
0.354158551,0.447834581,0.525682509,0.630613804
0.354658902,0.44792825,0.525354326,0.630539596
0.355440497,0.448192924,0.52484715,0.630333722
0.356094927,0.44829163,0.524482727,0.630197525
0.356665552,0.448299706,0.524216354,0.630090654
0.357366532,0.448350608,0.52389276,0.629926383
0.358084112,0.448457628,0.523555636,0.629722953
0.358736545,0.448532671,0.523295641,0.629514217
0.359286606,0.448644876,0.523017228,0.629351914
0.360002577,0.448950559,0.522550821,0.629112184
0.360466361,0.44902575,0.522307336,0.62899518
0.361006886,0.4492248,0.521948099,0.628841221
0.361449659,0.449294388,0.521618068,0.628811002
0.361971021,0.449402988,0.521251261,0.628737628
0.362525821,0.449670732,0.520821989,0.628582299
0.362690806,0.44965288,0.520638585,0.628651798
0.36267978,0.449525386,0.520594418,0.628785968
0.362885684,0.449644536,0.52035296,0.628781855
0.362983942,0.44972837,0.520188928,0.628800869
0.363115966,0.449889749,0.520019293,0.62874949
0.363293916,0.450100303,0.51981914,0.628661513
0.363475502,0.450351983,0.51959902,0.628558278
0.363667011,0.450616002,0.519381166,0.628438354
0.363810807,0.450846702,0.519219458,0.628323257
0.364060789,0.451188564,0.518980682,0.628130257
0.363927573,0.451169103,0.519139051,0.62809062
0.36369738,0.451083928,0.519354224,0.62810725
0.363860577,0.451247066,0.519269466,0.627965569
0.364048839,0.45141089,0.519192338,0.627802491
0.364064634,0.451434582,0.519226968,0.627747655
0.364230365,0.451583415,0.519153535,0.6276052
0.364427567,0.451751381,0.51908946,0.62742275
0.364437938,0.451801062,0.519132674,0.627345264
0.364780813,0.452157348,0.518943608,0.627045631
0.364801645,0.452260166,0.518989563,0.626921296
0.36508131,0.452593386,0.518775642,0.626695096
0.365268528,0.452810168,0.518602312,0.626572847
0.365409762,0.452960402,0.518473923,0.62648809
0.365590543,0.453124583,0.518310845,0.626398861
0.36575973,0.453251868,0.518174052,0.626321197
0.36590907,0.453305066,0.518077016,0.626275718
0.366052955,0.453323096,0.518026471,0.626220345
0.366093636,0.453193367,0.518060267,0.626262546
0.366102248,0.453007847,0.518145978,0.626320839
0.366319984,0.452977479,0.518074274,0.626274824
0.366553992,0.452955335,0.517967343,0.62624234
0.366687626,0.452832907,0.51791954,0.626292169
0.367050976,0.452907562,0.517715752,0.626193821
0.365962386,0.451782525,0.518559277,0.626945257
0.366027176,0.451634854,0.518576801,0.626999319
0.365288049,0.450858265,0.519148588,0.627515912
0.36568585,0.451040626,0.518843293,0.627405643
0.365354091,0.450691521,0.519046187,0.627681911
0.364907831,0.450285792,0.519351542,0.627980113
0.364142627,0.449616283,0.519884109,0.628463089
0.36255309,0.448278517,0.520984769,0.629425526
0.361811221,0.447663665,0.521478713,0.629880846
0.360806495,0.446842283,0.522171617,0.630466044
0.360538393,0.44661513,0.522339284,0.63064146
0.360344321,0.446433961,0.522476077,0.630767345
0.360069871,0.446187407,0.522696912,0.630915582
0.359898686,0.446018606,0.522858143,0.630998969
0.359526813,0.445677787,0.523163915,0.631198287
0.359360993,0.445511967,0.523312747,0.631286442
0.359022558,0.445201576,0.523568928,0.631485522
0.358918548,0.445100635,0.523621857,0.631571889
0.358503759,0.444717854,0.523914933,0.63183403
0.358271301,0.444511086,0.524097621,0.631959856
0.358018339,0.444299161,0.524291694,0.632091224
0.357736051,0.444038182,0.524523735,0.632241905
0.357444793,0.443791598,0.524760067,0.632383645
0.357176512,0.443561643,0.524939656,0.632547557
0.356885314,0.443309009,0.525126934,0.632733524
0.35665673,0.443105578,0.525294542,0.632865727
0.356252402,0.442748576,0.525594711,0.633094132
0.355834931,0.442355931,0.525948107,0.633309841
0.355662793,0.442198187,0.526140451,0.633356869
0.355622381,0.442151815,0.526217699,0.63334775
0.355405569,0.441982895,0.526400685,0.633435309
0.35520342,0.441882163,0.52652669,0.633514285
0.354864806,0.441670507,0.526743293,0.633671582
0.354809254,0.441673905,0.526749253,0.633695304
0.354510993,0.441481978,0.526925147,0.63384974
0.354361445,0.441370189,0.5270015,0.63394773
0.354226887,0.441301286,0.527049184,0.634031236
0.354003459,0.441128165,0.527183115,0.634165168
0.353932679,0.441058964,0.527221501,0.634220898
0.353511542,0.440696746,0.527517557,0.634461343
0.353597641,0.440719783,0.527470529,0.634436429
0.353637069,0.440667748,0.527453542,0.634464741
0.353370368,0.44033426,0.527663827,0.634670019
0.353220344,0.44008103,0.52780205,0.634814203
0.353013009,0.43978858,0.527969122,0.634993255
0.353036702,0.439659089,0.527960181,0.635077178
0.352882713,0.439397603,0.528068602,0.635253549
0.352803022,0.439221352,0.528112113,0.635383546
0.352613032,0.438950747,0.528213322,0.635591805
0.352404058,0.43868205,0.528332055,0.63579452
0.352099895,0.438378394,0.528474092,0.636054397
0.351983637,0.438221127,0.52848053,0.636221766
0.351830721,0.43806541,0.528486907,0.63640821
0.351491928,0.437743336,0.528635442,0.636693597
0.351080745,0.437376052,0.528824329,0.637015939
0.350947469,0.43722719,0.528829038,0.63718766
0.350665808,0.436947405,0.528984785,0.637405336
0.350292206,0.436633319,0.52921164,0.637637615
0.34994489,0.436367452,0.529418647,0.637838483
0.349702477,0.436210752,0.529567242,0.637955248
0.349618405,0.43616724,0.529629111,0.637979686
0.349275589,0.435946614,0.529825866,0.638154864
0.349115878,0.435905844,0.529903054,0.638206065
0.348943532,0.435845703,0.529995859,0.638264298
0.348592788,0.435628474,0.530222416,0.638416111
0.348367184,0.435526729,0.53037107,0.638485193
0.348159283,0.435436517,0.530501783,0.638551474
0.34795925,0.435340375,0.530611634,0.638634801
0.347699165,0.435230494,0.530764759,0.638724089
0.347498715,0.43518284,0.530881405,0.638768733
0.347329527,0.435145617,0.531003296,0.638784766
0.347180635,0.435124695,0.531105459,0.638795078
0.346878767,0.434958041,0.531323135,0.638891518
0.346668243,0.434842169,0.531478882,0.638955116
0.346504211,0.434775233,0.531605005,0.63898468
0.346439779,0.434816241,0.531657398,0.638948143
0.346278727,0.434740365,0.531777501,0.638987124
0.346113831,0.434630781,0.531898737,0.639050126
0.346021086,0.434530199,0.531968236,0.639110863
0.345899969,0.434405833,0.532073379,0.639173448
0.345771939,0.434242606,0.532199442,0.639248669
0.345445096,0.433882415,0.532461584,0.639451623
0.345350474,0.433725029,0.532546043,0.639539182
0.345291972,0.433608413,0.532602191,0.639603078
0.344994783,0.433271825,0.532820165,0.639809966
0.344877541,0.433017701,0.532929957,0.639953792
0.344781727,0.432782322,0.532999754,0.64010644
0.344506443,0.432418317,0.533179164,0.640351176
0.344365835,0.432139724,0.533253074,0.640553355
0.344371796,0.431984514,0.533186376,0.640710354
0.344211251,0.431693077,0.533251047,0.640939176
0.344143838,0.43151319,0.533275783,0.641075909
0.344049901,0.431331515,0.533311486,0.641218901
0.343855798,0.43106091,0.533416152,0.641417921
0.343892217,0.430992573,0.533391654,0.641464651
0.343879014,0.430910677,0.533391058,0.641527236
0.343952358,0.430960268,0.533290267,0.641538382
0.343850851,0.430861533,0.533319294,0.641635001
0.34358117,0.430633307,0.533473074,0.641804814
0.343332797,0.43039608,0.533617079,0.641977131
0.343179047,0.430227995,0.533697784,0.642104924
0.343014389,0.430041641,0.533785582,0.642244697
0.342675656,0.429718852,0.533967793,0.642490029
0.34248051,0.429486901,0.534088552,0.642648876
0.342446655,0.42937085,0.534153819,0.642690182
0.342413068,0.429235965,0.534218252,0.642744601
0.342484236,0.429177672,0.534194469,0.642765343
0.342543066,0.429127544,0.534187138,0.642773628
0.342530876,0.429040611,0.534212112,0.642817378
0.342670918,0.429068923,0.534127593,0.642794073
0.342792243,0.429063946,0.534028769,0.642814815
0.343317896,0.42941758,0.533689141,0.642580211
0.34249568,0.428652674,0.534299791,0.64302206
0.343138814,0.429140449,0.533911109,0.642676532
0.343173712,0.429139435,0.5338974,0.642669976
0.343228489,0.429183275,0.533879638,0.642626226
0.343266219,0.429240853,0.533859611,0.642584264
0.343115926,0.429141104,0.533912957,0.642686784
0.343034655,0.429056048,0.533924222,0.642777622
0.343022197,0.429007143,0.533909202,0.642829418
0.343062788,0.428969413,0.533828676,0.642899752
0.34301579,0.428823382,0.533824801,0.643025458
0.342970848,0.428670943,0.533827424,0.643148899
0.343100548,0.428638965,0.53371191,0.643196881
0.342988729,0.428368807,0.533784568,0.643376231
0.343048751,0.428205401,0.533757091,0.643475771
0.343211055,0.428114802,0.533617616,0.643565178
0.34313035,0.427799731,0.533781171,0.643682063
0.343252301,0.427731454,0.533777952,0.643665075
0.343464941,0.427689612,0.533599377,0.643727541
0.343403012,0.427515268,0.533696592,0.643795788
0.343426645,0.427429438,0.533731997,0.643810809
0.34341982,0.427324951,0.53368032,0.64392668
0.343232751,0.427242875,0.533811808,0.64397186
0.343156368,0.427137047,0.533828259,0.644069076
0.342931211,0.426975638,0.533892751,0.644242585
0.342614263,0.426777452,0.534116149,0.644357383
0.342458248,0.426704466,0.53420049,0.644418716
0.342038572,0.426512957,0.534460068,0.644553125
0.341631532,0.426360905,0.534682631,0.64468497
0.341296792,0.426268369,0.534808218,0.644819319
0.340822458,0.426113844,0.535071969,0.644953489
0.340548575,0.426161349,0.535184443,0.644973457
0.340120405,0.426042289,0.535365462,0.645127833
0.339693427,0.425940841,0.535584092,0.64523828
0.339064717,0.425676942,0.535985649,0.645409703
0.338557392,0.42546761,0.536337256,0.645521939
0.338093072,0.425310642,0.53665638,0.645603478
0.337590784,0.42512238,0.536958218,0.645739377
0.3371948,0.424967229,0.537232697,0.645820022
0.336923927,0.424847096,0.537459433,0.645851791
0.336577415,0.424649864,0.537687838,0.645972073
0.336506605,0.424614191,0.537701368,0.646021187
0.336456448,0.424567401,0.537751734,0.646036088
0.336132377,0.42426306,0.53801173,0.646188259
0.335970402,0.424060822,0.538156152,0.646284997
0.335931391,0.423979133,0.538233995,0.646293998
0.335941255,0.423966527,0.538239062,0.646292984
0.335936964,0.423974812,0.538219094,0.646306396
0.335928887,0.423949361,0.538255155,0.646297216
0.335726708,0.423788548,0.538404524,0.646383345
0.335553408,0.423653364,0.538493335,0.646487951
0.33551392,0.423616439,0.538500667,0.646526515
0.335339487,0.423512727,0.53859961,0.646602511
0.335071266,0.423354,0.538723648,0.646742165
0.335006297,0.423324585,0.538735151,0.646785498
0.334847778,0.423203051,0.538817465,0.6468786
0.334745318,0.423136204,0.538856566,0.646942735
0.334584594,0.423031032,0.53894937,0.64701736
0.334405839,0.422993809,0.539037108,0.64706105
0.334124863,0.422871113,0.539202332,0.647148669
0.334015936,0.422921658,0.539241672,0.647139132
0.333684683,0.422736734,0.539417565,0.64728421
0.33346051,0.422636956,0.539541245,0.647361815
0.333300799,0.422589362,0.539622128,0.647407711
0.33277756,0.422257602,0.539890945,0.647669196
0.332564324,0.42217645,0.539982259,0.647755504
0.332289129,0.422063679,0.540114403,0.64786005
0.331995785,0.421903849,0.540247977,0.648003101
0.331604213,0.421649635,0.540447831,0.648202419
0.331211299,0.42142123,0.540646374,0.64838624
0.330791235,0.421139061,0.540862799,0.648603499
0.330548972,0.420976132,0.540997148,0.648720741
0.330473602,0.420971334,0.541056752,0.648712516
0.330030799,0.420716822,0.541338027,0.648868382
0.329776645,0.420647204,0.541495562,0.648911297
0.329281271,0.420373797,0.541813731,0.649074435
0.329026341,0.420279145,0.541948259,0.649152696
0.328817576,0.420225114,0.542025149,0.649229228
0.328597248,0.420166552,0.542129934,0.649291217
0.328547359,0.420197219,0.542145133,0.649283886
0.328410208,0.420118213,0.542219996,0.649341881
0.328286767,0.419995815,0.5423069,0.649410963
0.328156978,0.419896305,0.54242599,0.649441421
0.327944934,0.419719845,0.542608261,0.649510324
0.327948809,0.419741243,0.54258132,0.649517059
0.327815145,0.419657171,0.542639017,0.649590611
0.327768117,0.419636905,0.542669475,0.649601996
0.327633917,0.41956678,0.542722106,0.649671078
0.327445775,0.419483542,0.542755425,0.649791777
0.327207983,0.419374585,0.542815149,0.649932027
0.327112585,0.419377714,0.542809486,0.64998275
0.326888055,0.419323772,0.542905509,0.650050282
0.32691595,0.419472963,0.542832375,0.650001109
0.326786429,0.419426531,0.542832911,0.650095701
0.326838136,0.419481188,0.542761922,0.650093734
0.327008307,0.41955924,0.542668343,0.650035918
0.327210069,0.419608623,0.542594075,0.649964452
0.327432632,0.419633776,0.542534649,0.649885774
0.327580214,0.419573516,0.542538047,0.649847448
0.327852905,0.419647276,0.542439282,0.649744809
0.327838778,0.419490397,0.542488217,0.649812341
0.327954501,0.419460356,0.542438447,0.649814904
0.328239441,0.419601798,0.542274058,0.649716854
0.328463525,0.419721574,0.5420717,0.649695098
0.328535855,0.419773936,0.541915059,0.649755418
0.328520805,0.419820279,0.541817248,0.649814606
0.328537345,0.41992563,0.541678548,0.649853826
0.328360528,0.419867486,0.541668475,0.649989188
0.3283014,0.419888377,0.541579843,0.65007937
0.328357279,0.419974357,0.541448176,0.650105298
0.328564107,0.420147926,0.54126358,0.650042415
0.328430206,0.419975728,0.541351497,0.650148094
0.328654677,0.420059532,0.54122287,0.650087655
0.328895807,0.420122176,0.541106164,0.650022328
0.328957647,0.420024961,0.541120887,0.65004164
0.329027444,0.419948608,0.541148901,0.650032282
0.329126149,0.419911325,0.541145921,0.650008857
0.329255402,0.419919521,0.541121483,0.649958491
0.329306275,0.41991514,0.541136563,0.649923027
0.329087853,0.419749975,0.541310072,0.649995804
0.329041451,0.419783294,0.541317821,0.649991333
0.3291336,0.419983983,0.541199028,0.649913907
0.329199284,0.420142502,0.541079879,0.649877429
0.329090595,0.42014271,0.541076183,0.649935424
0.329203784,0.420315206,0.54091984,0.649896681
0.328960747,0.420180112,0.541025221,0.650019348
0.328748733,0.420084029,0.541080117,0.650143027
0.328660369,0.420039862,0.541076064,0.650219619
0.328560233,0.419968903,0.541108072,0.650289416
0.328528285,0.419934243,0.541108072,0.650327921
0.328407288,0.419773966,0.541181982,0.650431037
0.328250825,0.419579297,0.541308999,0.650529921
0.328276277,0.419549733,0.541308343,0.650536656
0.32799533,0.41928944,0.541505575,0.650682032
0.327824622,0.419178993,0.541608691,0.650753438
0.327845097,0.419229895,0.541540623,0.650766969
0.327537358,0.418994963,0.541664839,0.650969803
0.327528119,0.419006288,0.541593075,0.651026905
0.327341318,0.418856144,0.541601241,0.651210606
0.327117741,0.418653369,0.541647732,0.651414633
0.32704854,0.4185718,0.541616559,0.651527762
0.326843232,0.418357402,0.541662574,0.65173018
0.326723129,0.418225467,0.541662991,0.651874781
0.326550126,0.418075174,0.54170531,0.65202266
0.326351255,0.417922497,0.541768312,0.652167678
0.326505661,0.418061227,0.541620016,0.652124703
0.326414466,0.418031424,0.541588068,0.652216017
0.326118767,0.417855203,0.541688085,0.652393758
0.326089859,0.417920738,0.541633606,0.652411461
0.325892985,0.41786024,0.541678309,0.652511477
0.325738549,0.417860657,0.541685164,0.652582586
0.325567305,0.417845011,0.541744471,0.652628839
0.325222194,0.417700171,0.541901052,0.652763605
0.325064808,0.417710602,0.541935682,0.65280658
0.324907005,0.417692274,0.542024076,0.652823508
0.324900389,0.417792886,0.541990161,0.652790546
0.324584872,0.417624593,0.542146683,0.652925253
0.324334204,0.417492777,0.542298913,0.653007686
0.324336618,0.417529881,0.542297661,0.652983725
0.324309677,0.417521387,0.542316675,0.652986765
0.324171662,0.417357802,0.5424909,0.653015196
0.324283481,0.417417943,0.542493463,0.652919054
0.324185461,0.417324901,0.542575002,0.652959466
0.323896825,0.417098254,0.542762637,0.653091609
0.323526859,0.416875064,0.542963028,0.653250873
0.323623687,0.416988283,0.542842031,0.653231204
0.323898762,0.41721189,0.542550325,0.653194427
0.323975682,0.417172998,0.542344391,0.653352141
0.324037254,0.417104691,0.542301118,0.653401136
0.323927224,0.417057157,0.542350233,0.653445303
0.323841512,0.416982383,0.54234463,0.653540134
0.32372725,0.416877836,0.542349935,0.653658986
0.323661506,0.416825235,0.542307794,0.653760076
0.323774427,0.416917443,0.54213804,0.653786182
0.323813081,0.41697228,0.541989744,0.653854966
0.323876113,0.416943073,0.541898429,0.653918028
0.32406503,0.416954398,0.541765153,0.653927684
0.32420817,0.416941792,0.541665077,0.653947711
0.324244469,0.4168607,0.541666567,0.653980136
0.32441029,0.416872621,0.541598499,0.653946638
0.324522704,0.416932285,0.541557312,0.653886974
0.324674994,0.417060792,0.541468441,0.653802991
0.324924022,0.417293966,0.541292071,0.653676569
0.32507509,0.417477727,0.541201651,0.653558969
0.326431572,0.418696582,0.540333092,0.652821422
0.329325378,0.421190083,0.538450897,0.651317418
0.331208855,0.422838569,0.537229359,0.650302112
0.3333579,0.42470476,0.53584981,0.649125099
0.335277915,0.426384538,0.534596145,0.648067832
0.336602926,0.427567244,0.533705592,0.647335351
0.337289542,0.428187132,0.533257067,0.646937728
0.33794874,0.428732336,0.532844067,0.646572828
0.339221835,0.429731101,0.532016873,0.645923972
0.340100735,0.430358648,0.531486332,0.645480573
0.339994699,0.430184901,0.53161341,0.645547628
0.340643138,0.430639207,0.531233311,0.64521569
0.341808021,0.431499273,0.530503273,0.644625425
0.341617882,0.431258947,0.530654371,0.644762695
0.343204707,0.432473391,0.529599786,0.643973112
0.344633102,0.433577478,0.528642058,0.64325434
0.346148401,0.434778273,0.527597547,0.642487288
0.346755058,0.435224742,0.52715981,0.642217159
0.350253612,0.438044727,0.524779439,0.640348136
0.351659,0.439158946,0.523839653,0.639583766
0.35273549,0.440026104,0.523118317,0.638985038
0.353789508,0.440895319,0.522415161,0.638378203
0.352845669,0.440153033,0.523099244,0.638852417
0.35357967,0.440774918,0.522632837,0.638399422
0.35493046,0.441925019,0.521704793,0.637613356
0.356668085,0.44343248,0.520447671,0.63662374
0.357775062,0.444466859,0.519626141,0.635951936
0.358125925,0.444896668,0.51935482,0.63567549
0.358171463,0.445046753,0.519324899,0.635569215
0.359190345,0.445980966,0.518608332,0.634924173
0.358800769,0.445729822,0.518920302,0.635065854
0.358232796,0.445341289,0.519367874,0.635293126
0.357400298,0.444753081,0.519918919,0.635723233
0.357949227,0.445276707,0.51945883,0.635423899
0.358784944,0.446010888,0.51880759,0.634969532
0.358054101,0.445457488,0.519253314,0.635406077
0.358058929,0.445483804,0.519197166,0.635430753
0.358104318,0.445502937,0.519145727,0.635433793
0.358142167,0.445526451,0.519087076,0.635443866
0.358213902,0.445563287,0.518992126,0.635455191
0.358335525,0.445597768,0.518889427,0.63544637
0.358471006,0.44564271,0.518761277,0.635443032
0.358561903,0.445667565,0.518686414,0.635435402
0.358709484,0.44568947,0.518603325,0.635404587
0.358840019,0.445694327,0.518559992,0.635362864
0.358975738,0.445693552,0.518527091,0.63531357
0.359091938,0.445682317,0.518520832,0.63526088
0.359175265,0.445669413,0.518526495,0.635218203
0.359231263,0.445661873,0.518527925,0.635190666
0.359253675,0.445657313,0.51853168,0.635178089
0.359280258,0.445657492,0.518524587,0.635168791
0.359362245,0.445671022,0.518475354,0.635153055
0.359472573,0.445703149,0.518380105,0.635145843
0.3595801,0.445730537,0.518295407,0.635134876
0.359619111,0.445741117,0.51826334,0.635131538
0.359668374,0.445753396,0.518225133,0.635126233
0.359706998,0.44576481,0.518191338,0.635123849
0.359761894,0.445783019,0.518139303,0.635122418
0.359916896,0.445829958,0.518001556,0.635114014
0.36010319,0.445880324,0.517848611,0.635097802
0.360318363,0.445931196,0.517687082,0.635071754
0.360551476,0.445984304,0.517516077,0.635041535
0.36052826,0.445795625,0.517532587,0.635173738
0.360798806,0.445862889,0.51734668,0.635124326
0.360809863,0.44573155,0.517364681,0.635195553
0.361290425,0.445838958,0.517026484,0.635122418
0.361548513,0.445850968,0.51679939,0.635151923
0.361468047,0.445818216,0.516911805,0.635129273
0.361457855,0.445577264,0.516876996,0.635332406
0.361518711,0.445671797,0.516663492,0.635405183
0.361125827,0.445572287,0.516978085,0.635442436
0.360985547,0.445470572,0.516949832,0.635616422
0.360843331,0.445491672,0.516845882,0.635766923
0.360421807,0.445351928,0.517100036,0.635897279
0.360776275,0.445652723,0.516761422,0.635760784
0.360637426,0.445588022,0.516805828,0.63584882
0.360312462,0.445444465,0.51699692,0.635978281
0.360253662,0.445488781,0.517021656,0.63596046
0.361516833,0.446567208,0.516195714,0.635157704
0.361834258,0.446879327,0.515975654,0.634936154
0.362765729,0.447663516,0.515348434,0.634361386
0.362036854,0.447082907,0.515939891,0.634706438
0.363067508,0.447873265,0.515235364,0.634132504
0.362904608,0.44770503,0.515355766,0.634246707
0.364375502,0.448856413,0.514348388,0.633406758
0.364130855,0.448578626,0.514537573,0.633590579
0.367050171,0.450810224,0.512450933,0.632011354
0.368365049,0.451751024,0.511501551,0.631343305
0.368451208,0.451701134,0.511463165,0.631359816
0.369643629,0.452541679,0.510631979,0.630733371
0.371319771,0.453792721,0.509422779,0.629827142
0.371603161,0.453951269,0.509197414,0.62972796
0.371221453,0.453553706,0.509469926,0.630019069
0.371275216,0.453480363,0.50940454,0.630093098
0.369842231,0.452268064,0.510341167,0.631048501
0.371480256,0.453517377,0.509122491,0.630173564
0.371267021,0.453278869,0.509228051,0.630385518
0.371912152,0.45373702,0.508700848,0.630101204
0.371826708,0.453603208,0.508778691,0.630185127
0.371890426,0.453574657,0.508743584,0.630196393
0.372016191,0.453589231,0.508599699,0.630227804
0.371870548,0.453418911,0.508676112,0.63037467
0.371950567,0.453434855,0.508575022,0.630397558
0.371825516,0.453291148,0.508564472,0.630583107
0.37173301,0.453150064,0.508550704,0.630750179
0.371561974,0.452937007,0.508652925,0.630921483
0.371357799,0.452638447,0.508798838,0.631138325
0.371404946,0.452519357,0.508788466,0.631204307
0.371446311,0.452437073,0.508790791,0.63123709
0.371432513,0.452321023,0.50882405,0.631301582
0.371372104,0.45219025,0.508874655,0.631389976
0.371245265,0.45200327,0.508921325,0.631560802
0.371168703,0.451863438,0.508902848,0.631720722
0.371260822,0.451919228,0.508775413,0.631729364
0.370856792,0.451595217,0.509020627,0.632000804
0.370735109,0.451535314,0.509015501,0.632119119
0.370664626,0.451617837,0.508958459,0.632147431
0.370307237,0.451555431,0.509080768,0.63230294
0.370023161,0.451624572,0.509118378,0.632389545
0.369876891,0.451822072,0.509045482,0.632392764
0.369612694,0.451922655,0.509078741,0.632448554
0.369209021,0.45187071,0.509254694,0.632579803
0.370443821,0.453102499,0.508281708,0.631758809
0.371190965,0.453954309,0.507663786,0.63120538
0.373960048,0.456382513,0.505619824,0.62945807
0.376311123,0.458409816,0.503909111,0.627953827
0.37743181,0.459384561,0.503152072,0.62717545
0.377541542,0.459491819,0.503195703,0.626995802
0.378401279,0.460148215,0.502727926,0.626371086
0.378588378,0.460237741,0.502754688,0.626170695
0.378964156,0.46049127,0.502594829,0.625885308
0.379343241,0.460703164,0.50244087,0.625623286
0.379738331,0.460924745,0.502266884,0.625360012
0.380233586,0.461214066,0.501984537,0.62507242
0.380405188,0.461273581,0.501904786,0.624988139
0.380059063,0.46096468,0.502167344,0.62521565
0.379442871,0.460472435,0.502575159,0.625624835
0.378923178,0.460104048,0.502875566,0.62596935
0.380372465,0.46131587,0.501700044,0.625141203
0.380974323,0.461861819,0.50113833,0.62482208
0.381848961,0.462611318,0.500380516,0.624340832
0.383763492,0.464182198,0.498861849,0.623215318
0.385500044,0.465624809,0.497457951,0.622188747
0.385540903,0.465672255,0.497365177,0.622202098
0.385550708,0.465677947,0.497339904,0.622211993
0.385298729,0.465445161,0.497564793,0.622362435
0.386129797,0.466072947,0.497002006,0.621827006
0.386342406,0.466171235,0.496923447,0.621684015
0.387145936,0.466770768,0.496411532,0.621143043
0.386544585,0.46621269,0.496958852,0.621498942
0.385365844,0.46522212,0.497937977,0.622189105
0.383899927,0.464036852,0.499109954,0.623040855
0.382024527,0.462555021,0.500547171,0.624141574
0.3835783,0.463833451,0.499367058,0.623184383
0.384702146,0.464792699,0.498465359,0.622498453
0.383637369,0.464017183,0.49915731,0.623179257
0.384220749,0.464560241,0.498584032,0.622874141
0.384248227,0.464674711,0.498443931,0.622883916
0.383742362,0.464385808,0.49868995,0.623214185
0.384401172,0.464993149,0.498087704,0.622836828
0.383796781,0.464532644,0.498462975,0.623252869
0.38453114,0.465097576,0.4978742,0.622849345
0.385294467,0.465661585,0.49728936,0.622423291
0.386681795,0.466681391,0.496293038,0.621593833
0.388450235,0.467939407,0.495035857,0.620547056
0.389269531,0.46838066,0.494496554,0.620130599
0.388959318,0.467922956,0.494811267,0.620419681
0.391044587,0.469398052,0.493310601,0.619188368
0.391714096,0.46973443,0.492865801,0.618864238
0.391869277,0.469654113,0.492779255,0.618895888
0.391735852,0.469349086,0.492886871,0.619125962
0.391908586,0.469332755,0.492738783,0.619146943
0.392204553,0.469412953,0.492479056,0.619105339
0.39246428,0.469511986,0.492194027,0.619092345
0.392729282,0.469647944,0.491833836,0.619107425
0.392813951,0.469632179,0.491562128,0.619281411
0.392928898,0.469652236,0.491276234,0.619420111
0.392945558,0.469637543,0.491056919,0.619594634
0.392747641,0.469463468,0.490993291,0.619902372
0.392766833,0.46944347,0.490740776,0.620105267
0.392595977,0.469249964,0.490646452,0.620434463
0.392597198,0.469154298,0.490445256,0.620665073
0.392736435,0.469086051,0.490155309,0.620857596
0.3928985,0.468969256,0.48988387,0.621057451
0.393233955,0.468946904,0.489523679,0.621146083
0.393266022,0.468659908,0.489384383,0.621452034
0.393455684,0.468434781,0.489165008,0.621674418
0.393584162,0.468121558,0.488995433,0.621962368
0.393830955,0.467871249,0.488765448,0.622175217
0.39418605,0.46768567,0.488432139,0.622351646
0.39441821,0.467417359,0.488184482,0.622600377
0.39461422,0.467159897,0.48794803,0.62285465
0.394978195,0.467035532,0.487554073,0.623025715
0.395240337,0.466797054,0.487213105,0.623304904
0.395267636,0.46639812,0.487012535,0.623742819
0.395586282,0.466221988,0.486559421,0.62402606
0.395843476,0.466026545,0.486085445,0.624378204
0.395920545,0.46572116,0.485729516,0.624834001
0.396144629,0.46552971,0.485256612,0.625202
0.39644894,0.465363294,0.484747976,0.625527501
0.39673838,0.465164363,0.484246701,0.625880122
0.397051752,0.464985013,0.483737439,0.626208365
0.39738363,0.464789242,0.483210057,0.626550257
0.397643298,0.464534581,0.482719511,0.62695241
0.397947252,0.464256436,0.482224494,0.627346396
0.398076415,0.463812441,0.481904417,0.627838612
0.398550957,0.463589728,0.481376976,0.628106594
0.3986018,0.463053495,0.481152713,0.628641486
0.398822218,0.462677777,0.48078087,0.629062712
0.39904651,0.462289453,0.480431318,0.629472852
0.399379343,0.461918026,0.479970187,0.629886091
0.39976117,0.461548269,0.479430974,0.630325437
0.399944395,0.461039215,0.479040861,0.630878091
0.400112659,0.460549593,0.478654593,0.631421983
0.400281489,0.460068941,0.478258908,0.631964982
0.400705755,0.459804893,0.477684647,0.63232249
0.400754392,0.459257454,0.477374494,0.632923484
0.401375055,0.459147304,0.476606697,0.633188665
0.401782572,0.458872944,0.475978404,0.633601606
0.401973069,0.458453536,0.475525081,0.634124517
0.4022654,0.458121091,0.475058436,0.634529054
0.402742684,0.457926333,0.474460155,0.634814441
0.403170675,0.457689822,0.473898083,0.635133088
0.403306603,0.457254559,0.473592371,0.635588169
0.403285891,0.456720263,0.473411888,0.636119723
0.403652221,0.45646432,0.472927809,0.636431038
0.404010385,0.45621264,0.472459197,0.636732221
0.404155374,0.455809802,0.472125709,0.637175977
0.404493868,0.455600798,0.471633911,0.637474775
0.40442127,0.455167025,0.471458733,0.637960076
